,Artist,Biography,Listeners,Playcount,Similar
164,Manoj Tiwari,"Manoj Tiwari is a bhojpuri mega star, most popular bhojpuri singer,Television presenter and Director, hailing from Bihar, India who acts in Bhojpuri films.

Manoj Tiwari was born in Saryupareen Brahmins family in Atarwalia a small village in district Kaimur, Bihar, India.

In 2003, he decided to become an actor and took a role in the film Sasura Bada Paise Wala. Made on a budget of INR 3 million, the film went on to gross over INR 20 million. Sasura Bada Paisa Wala also introduced Manoj Tiwari <a href=""https://www.last.fm/music/Manoj+Tiwari"">Read more on Last.fm</a>",6225,37694,"('Vedesh Sookoo, Rajneesh, Shyamoo & Munna', 'Bashir Lone', 'Altaf Raja', 'Wajid', 'Shailendra Singh')"
165,NGỌC HUỆ,"Ngọc Huệ (1968-    ) is a famous overseas Vietnamese singer.

From early on, Ngọc Huệ had taken a keen interest in performing arts.  While growing up in Saigon, she had already studied ballet and acting prior to reaching her teenage years.  From 1977 until 1979, Ngọc Huệ had taken voice lessons at Quốc Gia Âm Nhạc, University of Ho Chi Minh City, School of Fine Arts.  In 1981, she resettled in Sydney, Australia.  While in Australia, Ngọc Huệ began her career as a professional overseas Vietnamese singer. <a href=""https://www.last.fm/music/+noredirect/NG%E1%BB%8CC+HU%E1%BB%86"">Read more on Last.fm</a>",77,519,()
166,Jitka Zelenková," <a href=""https://www.last.fm/music/+noredirect/Jitka+Zelenkov%C3%A1"">Read more on Last.fm</a>",1517,11446,"('Petra Janů', 'Hana Zagorová', 'Věra Martinová', 'Iveta Bartošová', 'Karel Černoch')"
167,Dharampreet," <a href=""https://www.last.fm/music/Dharampreet"">Read more on Last.fm</a>",150,1095,"('Nachhatar Gill', 'Babbu Maan', 'Surjit Bhullar', 'Hardev Mahinangal', 'Manmohan Waris')"
168,Duo Karst," <a href=""https://www.last.fm/music/Duo+Karst"">Read more on Last.fm</a>",958,4708,"(""De Selvera's"", 'De Straatzangers', 'Herman Emmink', 'Johnny Hoes', 'Ria Valk')"
169,Jan & Dean,"Jan Berry and Dean Torrence began singing together after football practice at University High School in Los Angeles in the late 1950s. Primitive recording sessions followed soon after in a makeshift studio in Jan's garage. They first performed on stage as The Barons at a high school dance.  Then they were known as Jan & Arnie. After Dean returned from a stint in the army reserves, the duo began to make music as Jan & Dean in 1958.

Jan Berry and Brian Wilson collaborated on roughly a dozen hits and album cuts for Jan & Dean <a href=""https://www.last.fm/music/Jan+&+Dean"">Read more on Last.fm</a>",243835,1362147,"('The Rivieras', 'Bobby Rydell', 'The Beach Boys', 'The Surfaris', 'The Dave Clark Five')"
170,Karlakórinn Fóstbræður," <a href=""https://www.last.fm/music/+noredirect/Karlak%C3%B3rinn+F%C3%B3stbr%C3%A6%C3%B0ur"">Read more on Last.fm</a>",1886,13354,"('Eddukórinn', 'Savanna tríóið', 'Ruth Reginalds', 'Diddú', 'Eyjólfur Kristjánsson')"
171,Grace Chang,"Grace Chang (traditional: 葛蘭, simplified: 葛兰, born June 13, 1933) is a Chinese actress and singer.
Born in Shanghai, Chang moved with her family to Hong Kong in 1948. She was an actress from the Cathay (Motion Picture and General Investments Limited) with many successes from ""It Blossoms Again"" to ""The Wild, Wild Rose"" and ""Mambo Girl"".
Chang appeared in 33 films during her 11-year acting career. Her last actual appearance was in 1964 though she has provided vocals for soundtracks.
 <a href=""https://www.last.fm/music/Grace+Chang"">Read more on Last.fm</a>",12933,85709,"('姚莉', '張露', 'Ying Yin Wu', '潘迪華', '顧媚')"
172,Namita Agrawal," <a href=""https://www.last.fm/music/Namita+Agrawal"">Read more on Last.fm</a>",339,4414,"('Kumar Bapi', 'Bhikhari Bala', 'Bhikari Bal', 'Humane Sagar', 'Ira Mohanty')"
173,Humera Channa,"Humera Channa is Pakistani singer. She was a very popular playback singer in the film industry in Pakistan. She sang in many Urdu and Punjabi films.

Humaira Channa was s substitute for Naheed Akhtar in the 80s in Pakistan film industry. Humera Channa also sung sindhi songs. Humera Channa sindhi music is also very populor.

She have very sweet voice. She is very popular in Pakistan. Her songs are very popular in both girls and guys equally.  <a href=""https://www.last.fm/music/Humera+Channa"">Read more on Last.fm</a>",1369,5182,"('Anari Sangeet Party', 'Naghaman jafri', 'Narinder Biba', 'Alam Lohar', 'K. Deep & Jagmohan Kaur')"
174,Tabaré Cardozo,"Tabaré Cardozo es uno de los mayores exponentes del Carnaval uruguayo. Dentro de su “currículum”, encontramos su pasaje por murgas como Falta y Resto -donde hizo su debut en el Carnaval mayor-, y como Curtidores de Hongos, en la que cumpliendo las labores de letrista y director escénico, obtuvo el primer puesto en el concurso oficial del año 2004.
Con aire de nocturna y de bohemia Tabaré reúne en sus composiciones la fisonomía y el sentimiento del hombre cotidiano <a href=""https://www.last.fm/music/+noredirect/Tabar%C3%A9+Cardozo"">Read more on Last.fm</a>",5019,89885,"('Emiliano Y El Zurdo', 'Agarrate Catalina', 'Alejandro Balbis', 'El Alemán', 'Canario Luna')"
175,Joel Hallikainen," <a href=""https://www.last.fm/music/Joel+Hallikainen"">Read more on Last.fm</a>",11159,106394,"('Janne Tulkki', 'Arja Koriseva', 'Marita Taavitsainen', 'Markku Aro', 'Erkki Junkkarinen')"
176,Grigoris Bithikotsis,"Γρηγόρης Μπιθικώτσης {Grigoris Bithikotsis} (1922-2005) was a popular Greek singer/songwriter with a career spanning five decades.

Bithikotis was born in Peristeri, Athens, on 11th December 1922, to a poor family. He became interested in music at an early age, and acquired a bouzouki as soon as he was able. At first, he had to hide the instrument at a friend's house and practise in secret, as his father disapproved of the new rembetika style which had captured his son's interest. <a href=""https://www.last.fm/music/+noredirect/Grigoris+Bithikotsis"">Read more on Last.fm</a>",7508,92048,()
177,Ái Vân,"Ai Van's real name is Ha Thi Ai Van. She came from a family of entertainers. Her mother is the actress Ai Lien, famous for her many accomplishments in the art of Cai Luong in Northern Vietnam. Although Ai Van's first love was Cai Luong, her mother felt that she didn't have the voice for this kind of music so she was encouraged to pursue contemporary music.

Ai Van began studying modern music at the age of 15. She went on to become quite an accomplished singer in Vietnam. <a href=""https://www.last.fm/music/+noredirect/%C3%81i+V%C3%A2n"">Read more on Last.fm</a>",876,11287,"('Duy Quang', 'Thùy Dương', 'Hồ Lệ Thu', 'Mai Hương', 'Thanh Lan')"
178,Khine Htoo," <a href=""https://www.last.fm/music/Khine+Htoo"">Read more on Last.fm</a>",834,8234,"('Htoo Eain Thin', 'Khin Maung Toe', 'Sai Htee Saing', 'Myanmar 1990s Music', 'Zaw Win Htut')"
179,Duy Khánh,"Duy Khánh (1936 - 2003) was one of the most prolific songwriters and singers of traditional folk music in South Vietnam prior to 1975.  Among his most popular compositions included Ai Ra Xứ Huế, Lối Về Đất Mẹ, Thương Về Miền Trung and Xin Anh Giữ Trọn Tình Quê.

Duy Khánh moved to the United States in 1988.  He would continue his career as a performer for the overseas community there and also set up a vocals instructional class with legendary Vietnamese songstress, Thái Thanh. <a href=""https://www.last.fm/music/Duy+Kh%C3%A1nh"">Read more on Last.fm</a>",836,12115,"('Hương Lan', 'Sơn Tuyền', 'Thanh Tuyền', 'Nhật Trường', 'Giao Linh')"
180,KC De Leon Guerrero," <a href=""https://www.last.fm/music/KC+De+Leon+Guerrero"">Read more on Last.fm</a>",179,3214,"('Johnny Sablan', 'JD Crutch', 'Kacy Deleon Guerrero', 'Pacific Cool', 'KC Deleon Guerrero')"
181,Olavi Virta,"Olavi Virta (Oskari Olavi Ilmén until 1926) (27 February 1915, Sysmä - 14 July 1972, Tampere) was a Finnish singer, acclaimed as the king of Finnish tango <a href=""https://www.last.fm/music/Olavi+Virta"">Read more on Last.fm</a>",27209,452079,"('Tapio Rautavaara', 'Rauli Badding Somerjoki', 'Katri Helena', 'Kari Tapio', 'Irwin Goodman')"
182,Ira Ironstrings," <a href=""https://www.last.fm/music/Ira+Ironstrings"">Read more on Last.fm</a>",1838,5192,"('Blake Shadman', 'Charlie Stewart', 'Nat King Cole & Rosemary Clooney', 'The Playboys', ""Nat 'King' Cole & Rosemary Clooney"")"
183,Zsuzsa Koncz," <a href=""https://www.last.fm/music/Zsuzsa+Koncz"">Read more on Last.fm</a>",2671,26952,"('Bródy János', 'Péter Máté', 'Klari Katona', 'László Komár', 'Tamás Cseh')"
184,Claudia Barroso," <a href=""https://www.last.fm/music/Claudia+Barroso"">Read more on Last.fm</a>",551,3737,"('Carmen Silva', 'Edith Veiga', 'Hebe Camargo', 'Milton Carlos', 'Borba de Paula')"
185,Boris Novković,"Boris Novković was born December 25, 1967. in Sarajevo. He grew up in a family where both of his parents were involved in music. His father Đorđe Novkovic is one of the most important authors in the croatian pop music and his mother Ozana is a music teacher.
He received the mandatory school education and was training soccer. He was a member of the Junior soccer club Dinamo from the age of 12 until the age of 15.

   He recorded his first album ""Kuda idu izgubljene djevojke"" in 1986. <a href=""https://www.last.fm/music/+noredirect/Boris+Novkovi%C4%87"">Read more on Last.fm</a>",16651,201866,"('ITD Band', 'Parni Valjak', 'Prljavo Kazalište', 'Novi Fosili', 'Neki to vole vruće')"
186,Shazia Manzoor,"Shazia Manzoor is a Pakistani Singer. Shazia Manzoor is a very popular playback singer in the film industry in Pakistan.She got lot of success is very short period. She have very sweet voice.

Shazia Manzoor is the singing sensation who has captivated the hearts and minds of the whole nation with her lush and vibrant voice. Shazia's entry into the musical limelight came just six yars ago. She first claimed the spotlight with 'Chan Mere Makhna' and it's success saw Sahzia's delicious and soothing voice mesmerize our lives with a warm glow. <a href=""https://www.last.fm/music/Shazia+Manzoor"">Read more on Last.fm</a>",4727,24095,"('Desi Dark Child', 'Zahoor', 'Sahotas', 'DJ Swami', 'Shaktee')"
187,Khánh Ly,"Khánh Ly, born Nguyen Le Mai (Mai Nguyen) on March 6, 1945, grew up in the northern regions of Vietnam. As a child, she would fall asleep to her father's soothing voice. His serenades planted inside her a love for music, which grew stronger every day against her family's wishes. In 1954, at the age of 9, she entered a small contest in the city of Hanoi singing Tho Ngay; she did not win.

By 1956, she accompanied her mother to the southern regions of Vietnam. <a href=""https://www.last.fm/music/Kh%C3%A1nh+Ly"">Read more on Last.fm</a>",8453,315347,"('Tuấn Ngọc', 'Trịnh Vĩnh Trinh', 'Lệ Thu', 'Trịnh Công Sơn', 'Hồng Nhung')"
188,Antti Huovila,"Antti Huovila (born. 9.May 1970,  Anjalankoski, Finland) is finnish ""finhit"" singer.	 <a href=""https://www.last.fm/music/Antti+Huovila"">Read more on Last.fm</a>",5551,53938,"('Tarja Lunnas', 'Souvarit', 'Charles Plogman', 'Janne Tulkki', 'Anneli Mattila')"
189,Nino,"There are at least 8 artists with the name Nino.

1) Nino & Friends refers to a children's musician from Westchester County, NY.  He has 3 studio albums with a fourth on the way.  His website is www.facebook.com/ninorocks

2) Nino Ksipolitas (Greek: Στέφανο ""Νίνο"" Ξυπολιτάς, born in Stockholm, Sweden on 29 June 1981) is a Greek singer, known professionally as Nino. He rose to fame in 2003 after appearing as a contestant on the debut season of the television show Fame Story. He has since released five studio albums <a href=""https://www.last.fm/music/Nino"">Read more on Last.fm</a>",42142,364176,"('Antonis Remos', 'Opgezwolle', 'The Opposites', 'Sakis Rouvas', 'Brainpower')"
190,Lasse & Mathilde,"Lasse og Mathilde is a  Danish folk-duo, made by Lasse Helner og Mette “Mathilde” Bondo.

The cooperation started in 1975, when Mathilde recorded her solo album Pigesind (Girls Mind) with lyrics by Tove Ditlevsen and music by Lasse Helner. In 1977 they issued their first album under the name Lasse & Mathilde. <a href=""https://www.last.fm/music/Lasse+&+Mathilde"">Read more on Last.fm</a>",854,5361,"('Troels Trier', 'Povl Dissing & Benny Andersen', 'Troels Trier & Rebecca Brüel', 'Fynsk Harmoniforvirring', 'Love Construction')"
191,Nainnath Rawal," <a href=""https://www.last.fm/music/Nainnath+Rawal"">Read more on Last.fm</a>",16,32,"('Pappu Karki', 'Fauji Lalit Mohan Joshi', 'B.K. Samant', 'Rakesh Khanwal', 'Inder Arya')"
192,Andrés Calamaro,"Andres Calamaro is one of the most popular Argentinian pop-rock songwriters. A songs craftsman, as he likes to consider himself.

Born Aug 22, 1961 in Buenos Aires, Argentina, he began his professional musical career at the age of 17 playing keyboards in Raíces.
In 1981 he incorporated to one of the main bands of the Argentinean '80s rock scene: Los Abuelos de la Nada. Although the band was led by the brilliant Miguel Abuelo, Calamaro composed most of the band's hits <a href=""https://www.last.fm/music/+noredirect/Andr%C3%A9s+Calamaro"">Read more on Last.fm</a>",419004,14890522,"('Los Rodríguez', 'Fito Páez', 'Intoxicados', 'Los Abuelos de la Nada', 'Bersuit Vergarabat')"
193,Phương Dung,"Phương Dung (also known as Phan Phương Dung, born in 1946) was a popular South Vietnamese country music singer from 1960-1970. Phương Dung also has the title of ""The Gò Công White Swallow"" by Hà Huy Hà, a poet known as Kiên Giang, gave her.

Phương Dung's hometown is in Tiền Giang and was a student of Gia Long school. She started her singing career around 1960, at the age of 12. She rose to fame at the age of 17 after successfully presenting the song ""Nỗi buồn gác trọ"" <a href=""https://www.last.fm/music/Ph%C6%B0%C6%A1ng+Dung"">Read more on Last.fm</a>",4146,24100,"('Giao Linh', 'Thanh Lan', 'Mai Lệ Huyền', 'Carol Kim', 'Thanh Thuy')"
194,Walid Toufic," <a href=""https://www.last.fm/music/Walid+Toufic"">Read more on Last.fm</a>",3291,12894,"('Marie Sleiman', 'Eliane Mahfouz', 'Raya Hilal', 'Clauda Chemali', 'Rida')"
195,YAM BARAL," <a href=""https://www.last.fm/music/YAM+BARAL"">Read more on Last.fm</a>",195,776,"('Prakash Shrestha', 'Ram Krishna Dhakal', 'Narayan Gopal', 'Aruna Lama', 'Raju Lama')"
196,Imad Rami,"Imad Rami ( Syria ) - Famous ex-Arabic pop singer, Imad Rami has now devoted his talents to performing heart rendering Islamic nasheeds. Hailing from Syria , Imad Rami and his group are the world’s number one Arabic nasheed group with a following all over the world. <a href=""https://www.last.fm/music/Imad+Rami"">Read more on Last.fm</a>",160,2051,"('Noureddine Khourchid', 'Abu Shaar Bro', 'Rachid Gholam', 'GroupeOfficielTKB', 'Al Marashli Ensemble')"
197,Reijo Taipale,"Reijo Toivo Taipale (9 March 1940 – 26 April 2019) was a Finnish pop singer since the 1950s specializing in Schlager music and tango. Many of his albums have gone gold and platinum.

Taipale was born in Miehikkälä, Finland. Throughout the 1970s, he collaborated closely with Eino Grön with the two releasing four joint tango-based albums.

Taipale died in Helsinki from dementia on 26 April 2019 at the age of 79.


Reijo Toivo Taipale (s. 9. maaliskuuta 1940 Miehikkälä) on suomalainen iskelmälaulaja. <a href=""https://www.last.fm/music/Reijo+Taipale"">Read more on Last.fm</a>",23705,211473,"('Erkki Junkkarinen', 'Eino Grön', 'Taisto Tammi', 'Jamppa Tuominen', 'Henry Theel')"
198,Rita Pavone,"Rita Pavone (born August 23, 1945 - Turin) is an Italian ballad and rock singer who enjoyed success through the 1960s. Pavone is also an actress.

She participated in the first Festa degli Sconosciuti (""Feast of the Unknown""), a prestigious television competition, in 1962, winning the contest. Her self-titled 1963 album, led by the hit single ""La partita di pallone"" (""The Ball Game"") made her a national star at 17, and international attention soon followed. <a href=""https://www.last.fm/music/Rita+Pavone"">Read more on Last.fm</a>",68658,469376,"('Edoardo Vianello', 'Caterina Caselli', 'Little Tony', 'Gianni Morandi', 'Domenico Modugno')"
199,Rocío Jurado,"María del Rocío Trinidad Mohedano Jurado September 18, 1944 – June 1, 2006) was a Spanish singer and actress. She was born in Chipiona, Cádiz, Spain and was nicknamed ""La más grande"" (""The Greatest""). Jurado was once married to boxer Pedro Carrasco, with whom she had a daughter, Rocío Carrasco. Divorced, she married bullfighter José Ortega Cano, and they adopted two children, Gloria Camila and José Fernando. In 2001, Pedro Carrasco died of cardiorespiratory failure <a href=""https://www.last.fm/music/+noredirect/Roc%C3%ADo+Jurado"">Read more on Last.fm</a>",29891,361310,"('Isabel Pantoja', 'Massiel', 'Lola Flores', 'Mónica Naranjo', 'Luz Casal')"
200,Tommy J Pisa," <a href=""https://www.last.fm/music/Tommy+J+Pisa"">Read more on Last.fm</a>",4225,33268,"('Dian Piesesha', 'Obbie Messakh', 'Betharia Sonata', 'Ratih Purwasih', 'Nia Daniaty')"
201,Manny Albam,"Manny Albam (1922 - 2001) was a jazz arranger, in his early career he also played baritone saxophone. He was born in the Dominican Republic, but grew up in New York City.

His parents were Russian immigrants and he was born in the Dominican Republic as they were in route to the US. He became interested in jazz on hearing Bix Beiderbecke and at sixteen dropped out of school to play for Muggsy Spanier. He began doing musical arrangement with Georgie Auld <a href=""https://www.last.fm/music/Manny+Albam"">Read more on Last.fm</a>",3579,16505,"('Gerry Mulligan Tentette', ""Miles Davis With Gil Evans' Orchestra"", ""Roy Johnson's Happy Pals"", 'Stu Williamson', 'Herbie Harper Sextet')"
202,Mikis Theodorakis,"Michael ""Mikis"" Theodorakis (Greek: Μιχαήλ (Μίκης) Θεοδωράκης, pronounced [ˈmikis θeoðoˈrakis]; born 29 July 1925) is a Greek songwriter of over 1000 songs and composer. He scored for the films Zorba the Greek (1964), Z (1969), and Serpico (1973). He is viewed as Greece's best-known living composer.

Politically, he identified with the left until the late 1980s; in 1989 he ran as an independent candidate within the centre-right <a href=""https://www.last.fm/music/Mikis+Theodorakis"">Read more on Last.fm</a>",90631,711358,"('George Dalaras', 'Haris Alexiou', 'Δημήτρης Μητροπάνος', 'Stelios Kazantzidis', 'Manos Hadjidakis')"
203,Merrick,"There are more than one Merrick in the music world.

1) Merrick (as comprised of Bryony Atkinson & Inara George): 
2) Merrick ( Alternative Rock Band From Bristol, UK)
3) Merrick (pop punk/emo band from USA)
4) Merrick (experimental artist from Ayr, Scotland)

1) Merrick(Ayr, Scotland)
A man (Graeme Law) and a bunch of instruments injected with a sprinkling of poetry.
One should think of Merrick as the bastard child of Folk and Experimental music. <a href=""https://www.last.fm/music/Merrick"">Read more on Last.fm</a>",13489,89290,"('The Hereafter', 'Vaughan Penn', 'Mark McAdam', 'Bang Sugar Bang', ""The O.A.O.T's"")"
204,Pedro Miguéis," <a href=""https://www.last.fm/music/Pedro+Migu%C3%A9is"">Read more on Last.fm</a>",108,437,"('Milénio', 'Rita Guerra', 'Mickael Carreira', 'Hands On Approach', 'Pedro Abrunhosa')"
205,Mannakorn," <a href=""https://www.last.fm/music/Mannakorn"">Read more on Last.fm</a>",2804,49064,"('Pálmi Gunnarsson', 'Stuðmenn', 'Brunaliðið', 'Björgvin Halldórsson', 'Vilhjálmur Vilhjálmsson')"
206,Ahmed Hassan," <a href=""https://www.last.fm/music/+noredirect/Ahmed+Hassan"">Read more on Last.fm</a>",182,1056,()
207,Megas,"Megas (born April 7, 1945 in Reykjavík, Iceland), is a renowned rock and roll singer, songwriter and writer.

Being an admirer of Elvis Presley, Megas welcomed the arrival of rock & roll to Iceland by 1956, although his interest in music had to be postponed while he attended grammar school in 1960.

While he was young, he studied piano and showed skill at painting. He wrote outrageous short stories for the school papers and in 1968 he also published the sheet music and lyrics to 14 songs, many of which would be released on his first records. <a href=""https://www.last.fm/music/Megas"">Read more on Last.fm</a>",27596,241807,"('Monolism', 'Decisive Koala', 'King Palm', 'Graeda', 'Davz')"
208,Philippe Lavil," <a href=""https://www.last.fm/music/Philippe+Lavil"">Read more on Last.fm</a>",14528,72479,"('Gilbert Montagné', 'Michel Sardou', 'Hervé Cristiani', 'Jean-Pierre Mader', 'Claude François')"
209,Tsai Chin,"Tsai Chin (Chinese: 蔡琴; pinyin: Cài Qín; Minnan: Chhoà Khîm) is a pop and folk singer from Taiwan (her ancestral home is in Hubei). She sings in both Mandarin Chinese and Taiwanese (Min Nan) and is known for her naturally magnetic rich vocals and witty persona. Her well-known hits include 《被遗忘的时光》、《恰似你的温柔》、《最后一夜》、《读你》、《你的眼神》 and more. The peak of her popularity in Taiwan was from the late 1970s to the mid-1990s but she remains popular in mainland China. <a href=""https://www.last.fm/music/Tsai+Chin"">Read more on Last.fm</a>",14347,159068,"('張艾嘉', 'Zhang Qing Fang', 'Wanfang', '李麗芬', '孟庭葦')"
210,László Komár," <a href=""https://www.last.fm/music/L%C3%A1szl%C3%B3+Kom%C3%A1r"">Read more on Last.fm</a>",1336,7030,"('Péter Máté', 'Pál Szécsi', ""V'Moto Rock"", 'Dolly Roll', 'György Korda')"
211,Orietta Berti,"Despite having sold some 15 million records during her career, singer Orietta Berti remains largely overlooked by fans of 1960s Italian pop and beat. For many, she is too closely linked to Italian versions of hits by Belgium’s singing nun, big but uninspiring ballads and, later, Schlager, folk and even children’s songs. But a deeper delve into her back catalogue reveals some great tracks from this underrated star. 

She was born Orietta Galimberti on 1 June 1945 in Cavriago, in the Reggio Emilia region of Italy. <a href=""https://www.last.fm/music/Orietta+Berti"">Read more on Last.fm</a>",15870,89770,"('I Nuovi Angeli', 'Gianmaria', 'Gianni Meccia', 'Federica Abbate', 'Francesca Alotta')"
212,Luqman Salim," <a href=""https://www.last.fm/music/Luqman+Salim"">Read more on Last.fm</a>",4,109,()
213,Ý Lan,"Ý Lan is the daughter of Vietnam's most prolific singer, Thái Thanh. Her father is Vietnam's film star Le Quynh. Although she was born into an artistic family, and as a child, Y Lan loved to sing and perform, she claimed to receive no encouragement from her parents to follow in their footsteps. In fact, Y lan did not start singing professionally until a few years ago. According to Y Lan, she was encouraged to pursue education instead of the arts while growing up in Vietnam. <a href=""https://www.last.fm/music/%C3%9D+Lan"">Read more on Last.fm</a>",1342,13368,"('Tuấn Ngọc', 'Ánh Tuyết', 'Trịnh Vĩnh Trinh', 'Elvis Phương', 'Ngoc Lan')"
214,Lochan Bhattarai," <a href=""https://www.last.fm/music/Lochan+Bhattarai"">Read more on Last.fm</a>",59,115,"('Prakash Shrestha', 'lakpa sherpa', 'Rabin Sharma', 'Neetesh Jung Kunwar', 'Anju Panta')"
215,Kleiton & Kledir,"Kleiton & Kledir nasceram em Pelotas, RS, uma região de clima frio e colonização européia. Começaram a estudar música muito cedo e nos anos 70 foram para a universidade em Porto Alegre, onde cursaram Engenharia e Composição e Regência. Kleiton fez curso de Maîtrise pela Universidade Paris VIII, da França, Mestrado em Música Eletroacústica pela UFRJ e exerceu a atividade acadêmica como professor da Escola de Música da UFRJ.
Em 1975, com mais 3 amigos <a href=""https://www.last.fm/music/Kleiton+&+Kledir"">Read more on Last.fm</a>",25595,311424,"('Vitor Ramil', 'Tunai', 'Dalto', 'Beto Guedes', 'Guilherme Arantes')"
216,Trio Martino," <a href=""https://www.last.fm/music/Trio+Martino"">Read more on Last.fm</a>",4072,17250,"('El Trío América', 'Ricardo Fuentes', 'Garzón y Collazos', 'Ana Elena Sandoval', 'Night Club Orquesta')"
217,Duy Quang,"Duy Quang (1950-2012) was a famous Vietnamese singer and songwriter. He was the eldest son of Vietnam's most prolific songwriter Phạm Duy and singer Thái Hằng. As a singer, his most popular hit songs included such songs written and/or composed by his father such as Thà Như Giọt Mùa, Em Hiền Như Ma Soeur, Chuyện Tình Buồn, Cô Bắc Ky Nho Nhỏ and Hai Năm Tình Lận Đận. As a songwriter, his most famous song was Kiếp Đam Mê. <a href=""https://www.last.fm/music/Duy+Quang"">Read more on Last.fm</a>",3658,21073,"('Thái Hiền', 'Thanh Lan', 'Mai Hương', 'Thanh Lam', 'Đức Tuấn')"
218,Giannis Kalatzis,"Giannis Kalatzis (Γιάννης Καλατζής, 29 April 1943 – 13 July 2017) was a Greek singer who was especially popular in Greece in the late 1960s and the first half of the 1970s.

Giannis Kalatzis was born in Thessaloniki in 1943. His career as a singer began in the early 1960s when he was a member of the Trio Moreno in Thessaloniki. Kalatzis later moved to Athens, where he initially co-operated with the famous composer Giorgos Mitsakis. <a href=""https://www.last.fm/music/Giannis+Kalatzis"">Read more on Last.fm</a>",5923,38829,"('Manolis Mitsias', 'Γρηγόρης Μπιθικώτσης', 'Tolis Voskopoulos', 'Pitsa Papadopoulou', 'Doukissa')"
219,Alina,"There are at least three artists with the name ""Alina"": 
1) Alina Puscau is a Romanian actress, Victoria's Secret model and singer. She has appeared on the cover of Playboy, and released a debut single and music video titled ""When You Leave,"" which samples the popular dance theme ""Dragostea din tei"". She also just released a new single to iTunes called ""Red Light"" on June 29, 2010. She is currently dating American filmmaker and director Brett Ratner.  <a href=""https://www.last.fm/music/Alina"">Read more on Last.fm</a>",88721,800641,"('Alexa Feser', 'Johannes Oerding', 'Madeline Juno', 'Italobrothers', 'Wincent Weiss')"
220,Anupam Saikia," <a href=""https://www.last.fm/music/Anupam+Saikia"">Read more on Last.fm</a>",66,585,"('Neel Akash', 'Montu Moni Saikia', 'Dikshu Sarma', 'Khagen Mahanta', 'Krishnamoni Chutia')"
221,Erik Grip,"Erik Grip is a danish folk musician - born 2nd july 1947. He plays own compositions, as well as classic danish material, such as viser (or vise) and hymns from eg. Grundtvig. He had considerable succes with albums in the 70s, 80s and 90s.  <a href=""https://www.last.fm/music/Erik+Grip"">Read more on Last.fm</a>",1492,18148,"('Pia Raug', 'Anne Dorte Michelsen', 'Niels Hausgaard', 'Lars Lilholt', 'Henning Stærk')"
222,Teresa Teng,"Teresa Teng (born January 29, 1953 – May 8, 1995) (traditional Chinese: 鄧麗君; simplified Chinese: 邓丽君; pinyin: Dèng Lìjūn; Wade–Giles: Teng Li-chun; Pe̍h-ōe-jī: Tēng Lē-kun, Japanese: テレサ・テン), was an immensely popular and influential Chinese pop singer from Taiwan. Teresa Teng's voice and songs are instantly recognized throughout East Asia and in areas with large Asian populations. It is often said, ""Wherever there are Chinese people, the songs of Teresa Teng can be heard. <a href=""https://www.last.fm/music/+noredirect/Teresa+Teng"">Read more on Last.fm</a>",67386,1438522,()
223,Luisita Calle," <a href=""https://www.last.fm/music/Luisita+Calle"">Read more on Last.fm</a>",44,117,"('Conchita Martínez', 'Gerald Arthur', 'José de Aguilar y Coro', 'Andres Segovia Torres', 'Selica Pérez Carpio / Coro')"
224,Ozodbek Nazarbekov," <a href=""https://www.last.fm/music/Ozodbek+Nazarbekov"">Read more on Last.fm</a>",737,8773,"('ALISHER FAYZ', 'Bojalar', 'SHOHRUHXON', 'SARDOR RAHIMXON', 'Botir Qodirov')"
225,Farah Lal," <a href=""https://www.last.fm/music/Farah+Lal"">Read more on Last.fm</a>",29,246,"('Naseebo Lal', 'Nooran Lal', 'Noor Jehan', 'Shuja Haider', 'Hadiqa Kiani')"
226,Aziz Mian,"Aziz Mian Qawwal (Urdu: عزیز میاں قوال) (April 17, 1942 – December 6, 2000) was one of Pakistan's leading traditional qawwals and also famous for singing ghazals in a unique style of qawwali. Aziz is still one of the most popular qawwals of South Asia. He is responsible for the longest commercially released qawwali, Hashr Ke Roz Yeh Poochhunga, which runs slightly over 115 minutes.

Aziz Mian was born as Abdul Aziz (Urdu: عبد العزیز) in Delhi, British India. <a href=""https://www.last.fm/music/Aziz+Mian"">Read more on Last.fm</a>",4072,18956,"('The Sabri Brothers', 'Badar Ali Khan', 'Faiz Ali Faiz', 'Rizwan-Muazzam Qawwali', 'M. Saeed Chisti')"
227,Tin Zar Maw," <a href=""https://www.last.fm/music/Tin+Zar+Maw"">Read more on Last.fm</a>",607,4440,"('Ni Ni Khin Zaw', 'Athen Cho Swe', 'L Lun Wah', 'Wyne Su Khaing Thein', 'Irene Zin Mar Myint')"
228,János Bokor," <a href=""https://www.last.fm/music/J%C3%A1nos+Bokor"">Read more on Last.fm</a>",268,1592,"('Dömsödi Farkas Bálint', 'Károly Solti', 'Gaál Gabriella', 'Ferenc Santa, Jr.', 'Kovács Apollónia')"
