,Artist,Biography,Listeners,Playcount,Similar
123,Astro'n'out,"Astro'n'out are one of the best-selling artists in the Latvian indie/pop scene. They first appeared in 2003 when a young girl named Māra with an extraordinary voice penned an instant radiohit about a shady district of Riga, after that many Astro’n’out hits had beaten Latvian radio top first places for long time.

Under independent label “Avantis Promo” band has released four albums. Debut album “Kush Kush” won the award for “The best rock album of the year 2006” in Latvian Music Industry Awards. <a href=""https://www.last.fm/music/Astro%27n%27out"">Read more on Last.fm</a>",8750,277713,"('The Sound Poets', 'Tumsa', 'Instrumenti', 'Dzelzs Vilks', 'Pienvedēja Piedzīvojumi')"
124,Pariente," <a href=""https://www.last.fm/music/Pariente"">Read more on Last.fm</a>",32,142,"('Juan Rhyme',)"
125,Honey Family,"A defunct rap group of 7 members in Korea who mix electrionic sounds, sound bites and old school beats. The members are: Digiry, Park Myung Hou, Garie, Gill, Jura, Young Poon, and Su-Jung.
In 2000, Miryo was added into the group after 2 female rappers left. <a href=""https://www.last.fm/music/Honey+Family"">Read more on Last.fm</a>",1864,22194,"('People Crew', 'CB Mass', 'Novasonic', 'MC Sniper', 'Lee Hyun Do')"
126,LEWO," <a href=""https://www.last.fm/music/LEWO"">Read more on Last.fm</a>",1246,6262,"('DJ Tarkan', 'Server Uraz', 'Allame', 'Hayki', 'KeZZo')"
127,MNOGOTOChIE," <a href=""https://www.last.fm/music/+noredirect/MNOGOTOChIE"">Read more on Last.fm</a>",5695,47289,()
128,Redd Eyezz," <a href=""https://www.last.fm/music/Redd+Eyezz"">Read more on Last.fm</a>",1501,5772,"('Unda Surveillance', 'Desloc Piccalo', 'Piccalo', 'Dunk Ryders', 'Billy Blue')"
129,Kardinal Offishall,"Kardinal Offishall (born Jason Harrow on May 21, 1976 in Scarborough, Ontario) is a Canadian hip-hop MC and producer of Jamaican descent.Kardinal is often viewed as ""Canada's hip-hop ambassador"", and along with MC's such as Saukrates and Maestro Fresh Wes, he's arguably the most popular. Kardinal blends soul, dancehall, reggae and hip-hop to create a truly unique sound.

Kardinal started rapping at the age of eight, and was winning competitions by the time he was 12. <a href=""https://www.last.fm/music/Kardinal+Offishall"">Read more on Last.fm</a>",741224,4224578,"('Akon', 'Flo Rida', 'Sean Kingston', 'Iyaz', 'Ja Rule')"
130,Jel,"He was but a young buck, wet behind the ears and not all that wise. But if Jeffery James Logan—Catholic-born Chicago son, one-time Chuck Berry enthusiast, junior high schooler— knew one thing, he knew that he needed to play the drums. If he knew another thing, it was that he wouldn’t get to, no matter how much angsty teen protest or sullen-eyed brooding he put into the cause, because, well, some jock kid was in better with the gym teacher.  <a href=""https://www.last.fm/music/Jel"">Read more on Last.fm</a>",94934,1174061,"('Alias', 'Themselves', 'Odd Nosdam', 'Subtle', '13 & God')"
131,P-Folks,"Sacramento, Cali based underground legend, reppin North Highlands. Passed away peacefully in his sleep april 27, 2009 at the age of 32 <a href=""https://www.last.fm/music/P-Folks"">Read more on Last.fm</a>",2108,12566,"('Triple Beam', 'Lunasicc', 'Marvaless', 'Skanless', 'Young Droop')"
132,Clan Urbano," <a href=""https://www.last.fm/music/Clan+Urbano"">Read more on Last.fm</a>",218,849,"('Punto De Referencia', 'D-Shon', 'El Elote', 'Apolo11', 'Area Xxiii')"
133,Brassmunk,"BrassMunk is a hip hop group formed in 1997 in Scarborough, Ontario. The group consists of musicians S-Roc, Clip, Agile and Reign.

Brassmunk released a number of independent singles in the late 1990s and early 2000s, and released their first EP, Dark Sunrise, in 2002 on 54th/Virgin Music Canada. The following year, Dark Sunrise was rereleased worldwide on Battleaxe Records as an LP, and included their previous independent releases. ""Dark Sunrise"" was nominated for Best Rap Recording at the 2004 Juno Awards. <a href=""https://www.last.fm/music/Brassmunk"">Read more on Last.fm</a>",1921,13431,"('Rascalz', 'Choclair', 'Maestro Fresh Wes', 'King Reign', 'DL Incognito')"
134,Darkroom Familia,"Darkroom Familia are a gangsta rap group, composed of Chicano and African American rappers from the Bay Area in Northern California. Their CD Los Traficantes Matan Mi Gente was influenced by traditional Mexican corridos. They put out their first tape in 1988, and are still releasing tracks to this day. Lead rapper, Sir Dyno is serving a seven year sentence on Federal charges dating back a few years, and is now said to be retired.

The members of Darkroom Familia are Sir Dyno, Duke, Crooked, D-Roll, K. <a href=""https://www.last.fm/music/Darkroom+Familia"">Read more on Last.fm</a>",10192,83338,"('Sir Dyno', 'Speedy Loc', 'Big OSO Loc', 'Lil Coner', 'Woodie')"
135,Hip-Hop Wieners,"Released: October, 2002

Hip-Hop Wieners is the project of Break Bread crew members and Peanuts & Corn labelmates Pip Skid and John Smith. With ""All Beef, No Chicken,"" the two MCs have set out to show a different side of themselves. This is the side that drank too much Jagermeister and orange juice and listened to too many Cash Money Millionaires records. However, tried as they may have to create a strictly party record, their politics and personalities shined through <a href=""https://www.last.fm/music/Hip-Hop+Wieners"">Read more on Last.fm</a>",730,5411,"('Farm Fresh', 'Park-Like Setting', 'Gruf the Druid', 'Gruf', 'Pip Skid')"
136,Gorilla Pits," <a href=""https://www.last.fm/music/Gorilla+Pits"">Read more on Last.fm</a>",3125,10564,"('Star Studded', 'Haji Springer', 'Money Gang', 'Black Mafia', 'Ghetto Starz')"
137,Resin Dogs,"Resin Dogs are a hip hop band from Brisbane, Queensland that formed in 1996.

The name Resin Dogs is synonymous with massive energy, huge crowds and an infectious rollcall of rhythms. Continually redefining themselves through their frenetic touring schedule, while stamping their name on acclaimed singles and two full length albums, Resin Dogs are established as one of Australia’s most successful bands of recent times.

From humble beginnings in 1996 <a href=""https://www.last.fm/music/Resin+Dogs"">Read more on Last.fm</a>",12644,93670,"('1200 Techniques', 'The Tongue', 'Astronomy Class', 'Pegz', 'Chasm')"
138,Ishkan,"Ishkan is a Canadian underground rapper, he's collaborated with artists like Moka Only , Kirby Dominant , Jeff Spec , Electrik O etc.

He is also 1/2 of Nowfolk alongside Moka Only <a href=""https://www.last.fm/music/Ishkan"">Read more on Last.fm</a>",234,3187,"('Nowfolk', 'Pip Skid', 'Def 3 + Moka Only', 'Ron Contour & Factor', 'Kyprios')"
139,Slm52,"Patric Da Farra, Christian Stüdi and Michael Kianicka started this rap crew from Zürich, Switzerland, in 1998. Their debut EP 'Satz für Satz bis zum Grändslam' was released the next year and they were awarded as ‘Best Newcomer’ at the ‘Most Hip-Hop Awards 2000’. After a Switzerland tour with ‘Sendak’, the members of the crew all worked on their solo projects. The producer M. Kianicka left the formation. Now Pascal Scherrer joined them (DJ Showdown) and production was taken over by several Swiss production companies. <a href=""https://www.last.fm/music/Slm52"">Read more on Last.fm</a>",91,2023,"('Ekr', 'Boys On Pills', 'Greis', 'Semantik', 'Baze')"
140,Lyrikal," <a href=""https://www.last.fm/music/Lyrikal"">Read more on Last.fm</a>",7062,81303,"('Erphaan Alves', 'Kerwin Du Bois', 'Farmer Nappy', 'Patrice Roberts', 'Skinny Fabulous')"
141,Poverty,"Thomas Joseph Abate III (born August 20, 1983/1978(wikipedia), in Methuen, Massachusetts) is a hip-hop performing artist and actor from the New England area.

As a minor Thommy was dragged around the east coast sleeping in shelters with his drug addicted mother whom prostituted and sold drugs to support them. Eventually settling in Portland, Maine he quickly gained popularity among the disconnected youth and in 1999 began performing at local hip-hop clubs as Poverty and releasing promotional CDs. <a href=""https://www.last.fm/music/Poverty"">Read more on Last.fm</a>",842,10265,"('Virtuoso', 'Brotha Soul', 'Sway & King Tech', 'D-Tension', 'jedensiedem')"
142,remy johnson," <a href=""https://www.last.fm/music/remy+johnson"">Read more on Last.fm</a>",26,79,()
143,E-40,"Earl Stevens (born November 15, 1967 in Vallejo, California) is best known by his stage name E-40. Stevens is ""known"" by the new generation of hip-hop as a Hyphy rapper from the Bay Area of California. However, E-40 is also an old school veteran who has done collabos with rap icons such as Tupac Shakur, Too $hort, Lil' Jon, C-BO, Snoop Dogg, Spice 1, Richie Rich, Mac Dre, Mac Mall, The Luniz, The Outlawz, and many more.
E-40 is a self-proclaimed ""O. <a href=""https://www.last.fm/music/E-40"">Read more on Last.fm</a>",574788,6539467,"('Too $hort', 'B-Legit', 'Mac Dre', 'The Click', 'Keak Da Sneak')"
144,P Squad," <a href=""https://www.last.fm/music/P+Squad"">Read more on Last.fm</a>",96,740,"('Iwa K', 'Doyz', 'pesta rap', 'Sound Da Clan', 'Xaqhala')"
145,Fresh Kid Ice," <a href=""https://www.last.fm/music/Fresh+Kid+Ice"">Read more on Last.fm</a>",3689,10739,"('2 Dope', 'DJ Clay', 'Anybody Killa', 'Jumpsteady', 'Psychopathic Rydas')"
146,Мальчишник,"The band was established in the beginning of 1990s. The members of the band became acquainted in Arbat street, got keen on “street” culture: break-dance, rap, they arranged street performances and competitions. At that time no one could think of setting rap, popular in North America, to hard-edged texts about sex in Russian. The theme itself was at least under control of TV and radio if not prohibited at all. “Maltshishnik” shocked everyone. <a href=""https://www.last.fm/music/+noredirect/%D0%9C%D0%B0%D0%BB%D1%8C%D1%87%D0%B8%D1%88%D0%BD%D0%B8%D0%BA"">Read more on Last.fm</a>",36093,409504,"('Down Low', 'Смоки Мо', 'Centr', 'Bad Balance', 'Многоточие')"
147,Ugly Leaders,"Ugly Leaders were a croatian rap group from Rijeka. Members of the group were DJ Pimp, DJ R & MC Condom X. They released 3 albums: Channel is Deep & Beech in 1992 (first croatian rap album), Prisoners of Pain in 1994 and 2000 EP in 2000. They disbanded in 2001. <a href=""https://www.last.fm/music/Ugly+Leaders"">Read more on Last.fm</a>",69,833,"('Tram 11', 'Blackout Project', 'El Bahattee', 'MC Buffalo', 'General Woo')"
148,Potencial 3," <a href=""https://www.last.fm/music/Potencial+3"">Read more on Last.fm</a>",2243,10564,"('OtroPlano', ""Z'áfrica Brasil"", 'Detentos do Rap', 'Thaide & DJ Hum', 'SP Funk')"
149,Binary Star,"Binary Star is a hip-hop duo that consists of One Be Lo and Senim Silla.

Binary Star is back to change the game once again.

The duo of emcees One Be Lo and Senim Silla possess a lethal chemistry greater than the sum of its parts. Trading verses effortlessly, the two can create magic on the mic ranging from intricate storytelling to battle raps.

Hailing from Pontiac, Michigan – Lo and Senim originally met in high school and instantly developed a close friendship. <a href=""https://www.last.fm/music/Binary+Star"">Read more on Last.fm</a>",185378,2201918,"('One Be Lo', 'Cyne', 'People Under the Stairs', 'Hieroglyphics', 'Zion I')"
150,Passage,"PASSAGE es una nueva banda de heavy metal de Atenas, Grecia, fundada en 2022 por Mimis a la guitarra y Marko Darko a la voz. En 2023, comenzaron a trabajar en su álbum debut homónimo, que se lanzará el 28 de marzo de 2025,  a través de Steel Gallery Records.
La música de la banda combina el estilo teatral de KING DIAMOND y el toque majestuoso de John Arch / los primeros FATES WARNING con las vibraciones suecas Prog / Doom de VENI DOMINE a través del espíritu ardiente y rebelde de NWOBHM. <a href=""https://www.last.fm/music/Passage"">Read more on Last.fm</a>",31717,269445,"('Themselves', 'Alias', 'Odd Nosdam', 'Pedestrian', 'Sole')"
151,Kritical Distrezz," <a href=""https://www.last.fm/music/Kritical+Distrezz"">Read more on Last.fm</a>",378,2361,"('Kaotic Klique', 'Krucifix Klan', 'Project Playaz', 'Tom Skeemask', 'Young Lo - Carlos Warren')"
152,Crown City Rockers,"Comprised of the Cali bred MC Raashan Ahmad, producer Woodstock, the Berklee trained keyboardist Kat Ouano, bassist/producer Headnodic, and drummer Max MacVeety, Crown City Rockers formed in Beantown’s Roxbury section during the late nineties.

Raashan, who'd moved from Pasadena at the time to pursue his dreams of emceeing ran into the Berklee contingent at various open-mic and freestyle sessions aroung the city (Kat hails originally from Wichita, Kansas, Headnodic from Wisconsin, and Max is from Massachusetts). <a href=""https://www.last.fm/music/Crown+City+Rockers"">Read more on Last.fm</a>",51291,532195,"('Giant Panda', 'Y Society', 'Surreal & The Sound Providers', 'Jazz Addixx', 'Ohmega Watts')"
153,Rappagariya,"ラッパ我リヤ <a href=""https://www.last.fm/music/Rappagariya"">Read more on Last.fm</a>",2618,12851,"('NITRO MICROPHONE UNDERGROUND', 'Naked Artz', 'K Dub Shine', 'Microphone Pager', 'Kimidori')"
154,Afu-Ra,"Afu-Ra is a Hip hop artist from New York City. Afu, born Aaron Phillip, is a devout student of the Martial arts, as well as Chess. He entered the Hip Hop scene as a member of the Gang Starr Foundation, alongside rappers like Jeru the Damaja, Big Shug and Group Home. 

His first appearance was on Jeru the Damaja's classic 1994 album The Sun Rises in the East, on the song ""Mental Stamina"". He made another appearance on Jeru's sophomore album Wrath of the Math, on the track ""Physical Stamina"", in 1996. <a href=""https://www.last.fm/music/Afu-Ra"">Read more on Last.fm</a>",203711,2181490,"('Artifacts', 'Dilated Peoples', 'Jeru the Damaja', 'Group Home', 'Rakim')"
155,MC Sniper,"Recording artist and founder of underground hip-hop crew Buddha Baby, MC Sniper is considered a controversial and influential musician in South Korea.

He Debuted in 2002 with the album ""So Sniper..."" and immediately became recognized for acrid lyrics that challenged economic, governmental, and societal conditions. His backdrop: a powerful mixture of hip-hop and traditional Korean music. 

He is credited with discovering and producing 배치기 (Baechigi), a hip-hop group whose popularity is now exponentially increasing. <a href=""https://www.last.fm/music/MC+Sniper"">Read more on Last.fm</a>",10168,285834,"('배치기', 'CB Mass', '드렁큰 타이거', '아웃사이더', 'MC 스나이퍼')"
156,Sammy Sam," <a href=""https://www.last.fm/music/Sammy+Sam"">Read more on Last.fm</a>",879,3168,"('Oomp Camp', 'DJ Kizzy Rock', 'Raheem The Dream', 'The Hard Boys', 'DSGB')"
157,Orko Eloheim,"West Coast underground legend Orko the Sycotik Alien. Album Forbidden Physics was released under alias Orko Eloheim. <a href=""https://www.last.fm/music/Orko+Eloheim"">Read more on Last.fm</a>",801,19741,"('Orko the Sycotik Alien', 'Bigg Jus', 'Myka 9', 'Sumach', 'Stuntdouble and Tenshun')"
158,Czheck,"Czheck is a artist/producer from Iowa City
""Czheck 4 President"" is the 4th album from Czheck
Czheck's influences include Jay-Z,9th wonder,Nas,Big L,Wu tang Clan,Notorious Big,Rakim,Pete Rock,Hieroglyphics,Guru,DJ Premier,Mr Lif,and a heavy east coast influence in general. 
You can find more of Czheck at www.reverbnation.com/czheckproductions.  <a href=""https://www.last.fm/music/Czheck"">Read more on Last.fm</a>",1388,89826,"('Czheck Productions', 'Backpackers Union', 'Jmilla', 'nomadic poet', 'Talk-Sik')"
159,Солдаты Бетонной Лирики," <a href=""https://www.last.fm/music/+noredirect/%D0%A1%D0%BE%D0%BB%D0%B4%D0%B0%D1%82%D1%8B+%D0%91%D0%B5%D1%82%D0%BE%D0%BD%D0%BD%D0%BE%D0%B9+%D0%9B%D0%B8%D1%80%D0%B8%D0%BA%D0%B8"">Read more on Last.fm</a>",1225,14561,"('Капа', 'Злой Дух', 'Мастер Шеff', 'AL Solo', 'Грани')"
160,Quanie Cash," <a href=""https://www.last.fm/music/Quanie+Cash"">Read more on Last.fm</a>",373,1552,"('SPI PIPER', 'Tum Tum Feat. E-40 & Rick Ross', 'DJ Felli Fel and Spider Loc', 'Young Buck feat. Mobb Deep', 'Joe Ft. Young Buck & Tony Yayo')"
161,D.J. Pinky," <a href=""https://www.last.fm/music/D.J.+Pinky"">Read more on Last.fm</a>",353,2484,"('Allied Productions', 'dj glock', 'Da Crime Click', 'Lil Sixx', 'Jyule')"
162,Luniz,"The Luniz are a rap duo out of Oakland consisting of Yukmouth and Numskull, two friends who have known each other since junior high. Originally calling themselves The Lunitunz, the two gained fame after six years together when they appeared on Dru Down's Explicit Game album. Their debut album, Operation Stackola, was released in 1995 and knocked Michael Jackson's HIStory off the top of the R&B charts on the strength of the hit single ""I Got 5 on It,"" which featured guest vocals by Michael Marshall of the Timex Social Club. <a href=""https://www.last.fm/music/Luniz"">Read more on Last.fm</a>",695184,4302690,"('Warren G', 'Too $hort', 'Westside Connection', 'MC Eiht', 'Mack 10')"
163,Slug,"Slug is a name used by multiple acts: (1) American hip hop artist Sean Daley, of Atmosphere; (2) South African trance artist Liam Gibbs; (3) a Los Angeles avant/noise rock band; (4) a Chicago-based trance/breakbeat producer;  (5) a house DJ from the Shetland Isles, (6) a singer-songwriter from Staffordshire, UK;  (7) a South American thrash-metal band; (8) a Field Music - associated indie-rock act from Sunderland, UK; (9) a hardcore band from Cleveland. <a href=""https://www.last.fm/music/Slug"">Read more on Last.fm</a>",106799,674815,"('Brother Ali', 'Atmosphere', 'Eyedea & Abilities', 'Living Legends', 'Masta Ace')"
164,Dosia Demon,"Dosia Demon is a Devil Shyt rapper from MINNEAPOLIS, Minnesota.

He was once signed to The Keepa's label Terrorific Ent.

He Was Also In A Group With Shy One Titled Silent Corpse.

Dosia Demon Has Always Been A Fan Favorite In The Devil Shyt Genre Of Underground Rap, He Recently Released 2 Albums As Well As A Compilation. <a href=""https://www.last.fm/music/Dosia+Demon"">Read more on Last.fm</a>",1829,35178,"('DJ Fire & J Blaque', 'Shy One', 'Scan Man', 'Kgp', 'Ressurrector')"
165,louis logic,"Louis Logic started rapping at a young age but it wasn't until he attended Penn State in the mid/late 90s where he recorded his first release, ""Logistics 101"" which ended up being the B-side for his first 12 inch, ""Planet Rock"" featuring L-Fudge. Banking L-Fudge's popularity on Jedi Mind Trick's Superregular Records in 1998, Louis started gaining notoriety. He released a series of 12 inches  ""General Principal"" featuring J-Treds (with the widely favored B-side <a href=""https://www.last.fm/music/louis+logic"">Read more on Last.fm</a>",64705,719341,"('The ODD Couple', 'The Demigodz', 'Copywrite', 'The Boss Hog Barbarians', 'Wordsworth')"
166,Mr Mack," <a href=""https://www.last.fm/music/Mr+Mack"">Read more on Last.fm</a>",579,1510,"('Mr. Mack', 'Mykill Millz', 'Muni', 'Trekt', 'PROPHESY')"
167,Triple Beam,"Their careers began performing at local night clubs and car shows in Sacramento, California rapper's Shotgun, Pook, and Chop are collectively know to the world as; Triple Beam. Triple Beam signed with Black Market Records and released their first album 28g's w/o the bag, March 23, 1999. They attacked radio stations across the nation with their hit single ""Parking Lot Pimpin"", and opening for acts such as; The Luniz, Suga Free and Daz made 28g's w/o the bag a big success. <a href=""https://www.last.fm/music/Triple+Beam"">Read more on Last.fm</a>",2550,9745,"('P-Folks', 'Young Ridah', 'Pizzo', 'Skanless', 'Lunasicc')"
168,E.Bros," <a href=""https://www.last.fm/music/E.Bros"">Read more on Last.fm</a>",2190,10485,"('Brain Sick Mob', 'Shrlock', 'Ex-Prez', 'The B.L.U.N.T.E.D. Crew', 'Reggie Capers')"
169,PMula," <a href=""https://www.last.fm/music/PMula"">Read more on Last.fm</a>",4,4,()
170,Animal Cannibals,"1989-ben alakult, akkor még három taggal (DJ. UBY, Qka MC, Richie). 1990-ben született meg az első rap-dal, ami egy budapesti tini-klub indulója lett. Bebizonyították, hogy igenis lehet magyarul rappelni. Ekkor 15 évesek voltak és addig még Magyarországon nem létezett egyetlenegy rap-banda sem. 1991-ben feltűntek a TV képernyőjén, és ebben az évben Qka MC rapversenyt nyert a Danubius Rádióban. 1991. végén DJ. UBY kivált az együttesből. <a href=""https://www.last.fm/music/Animal+Cannibals"">Read more on Last.fm</a>",6406,80431,"('Sub Bass Monster', 'Hősök', 'Punnany Massif', 'Halott Pénz', 'Children Of Distance')"
171,Hi-Tek,"Hi-Tek (born Tony Cottrell) is an American hip hop producer from Cincinnati, Ohio. He is best known for his work with Talib Kweli on his Reflection Eternal album and on Black Star.

Early career
Hi-Tek started his rap career with hip hop group Mood and had a regional hit with ""Hustle on the Side"". That song was made for Mood's album Doom, which featured amongst others Brooklyn MC Talib Kweli. Talib and Hi-Tek clicked immediately, and Hi-Tek went on to produce most of Talib Kweli and Mos Def's Black Star (1998). <a href=""https://www.last.fm/music/Hi-Tek"">Read more on Last.fm</a>",194004,1656483,"('Little Brother', 'Talib Kweli & Hi-Tek', 'Talib Kweli', 'Reflection Eternal', 'Q-Tip')"
172,The Herd,"There is more than one band called The Herd.

1. The Herd is a hip-hop group from suburban Sydney.

2. The Herd were an English pop group, formed in the Beckenham area in 1965 and featuring Peter Frampton.

1. The Herd is a hip-hop group from suburban Sydney. They have released four full-length albums since 2001's self-titled debut. Unusually for a hip-hop outfit, The Herd's full band format permits dynamic live shows. 

The Herd's members include MCs Ozi Batla <a href=""https://www.last.fm/music/The+Herd"">Read more on Last.fm</a>",73948,959803,"('Urthboy', 'Thundamentals', '360', 'Seth Sentry', 'Illy')"
173,Moodphase5ive,"The demographic makeup of Moodphase5ive is as cosmopolitan as their sound: A soulful blend of funk, jazz and hiphop, laced with freaky latin breaks and their signature mix of bass-heavy rimshot dub.

With members - Denver Turner a.k.a d.form and Ernestine Deane (vocals) Brian de Goede (drums), Ricardo (keys + percussion), Douglas Armstrong (trumpet, guitar) and Bood Carver (bass), the phasers are constantly redefining the backdrop to their infectious poetry <a href=""https://www.last.fm/music/Moodphase5ive"">Read more on Last.fm</a>",2174,11778,"('Neon Don', 'DJ Dope', 'Tykoon Suit', 'Godessa', 'Chronic Clan')"
174,Daddy Freddy,"Daddy Freddy (born September 3, 1965 in Kingston, Jamaica as Frederic Nelson) is a Jamaican Deejay. He grew up in Trenchtown...
He was extremely popular in London during the mid 80's and performed alongside UK artists such as Asher Senator.
 <a href=""https://www.last.fm/music/Daddy+Freddy"">Read more on Last.fm</a>",11242,67900,"('tristan palma', 'Future Troubles', 'Louchie Lou & Michie One', 'Super Beagle', 'Leftside & Esco')"
175,Dru Down,"Dru Down (born Danyel Robinson) is a rapper from Oakland, California who helped pioneer the bay area rap sound in the early 1990's. His Song Ice Cream Man from the album Explicit Game was a minor underground hit but he earned airplay with Pimp of the Year (sometimes played with more radio-friendly lyrics under the name Mack of the Year) from the same album. He also had a minor mainstream hit with the title track of his next album, Can You Feel Me <a href=""https://www.last.fm/music/Dru+Down"">Read more on Last.fm</a>",62645,391513,"('RBL Posse', '2nd II None', 'The Click', 'B-Legit', 'Too $hort')"
176,Голос Донбасса," <a href=""https://www.last.fm/music/+noredirect/%D0%93%D0%BE%D0%BB%D0%BE%D1%81+%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81%D0%B0"">Read more on Last.fm</a>",1927,25671,"('Мастер Шеff', 'Южный Централ', 'AL Solo', 'Купер', 'Злой Дух')"
177,Kunga 219,"Kunga219 is a rapper from Canada. He dropped one solo album called ""Tharpa's Transcripts…A Time And A Place"" back in 2000. The album features Sole and beats from Buck 65 and Sixtoo as well as others.

Kunga is a part of three groups as well; The Goods (Kunga219 and Gordski), Horn (Kunga219 and DJ Moves) and Roosevelt Tarpa (Kunga219 and Tachichi). <a href=""https://www.last.fm/music/Kunga+219"">Read more on Last.fm</a>",304,2575,"('Josh Martinez', 'Qwel & Maker', 'Kunga219', 'Gruf', 'Sebutones')"
178,Drag-On,"Malvin Jason Smalls (born February 8th, 1979) is American rapper & actor from The Bronx.

Drag-On was Ruff Ryders member, showing up in their album ""Ryde Or Die Vol. 1"", also contributing to DJ Clue?'s, The LOX's and Eve's albums.  edit: also featured on the Belly Soundtrack- track 12 ""We Can All Get It On""

After releasing his debut album called ""Opposite Of H2O"" in 2000, he came back in 2004 with ""Hell & Back"".

Drag-On recently left Ruff Ryders to launch his own label Hood Enviroment. <a href=""https://www.last.fm/music/Drag-On"">Read more on Last.fm</a>",47939,228745,"('D-Block', 'Hell Rell', 'Stack Bundles', 'J.R. Writer', 'Freekey Zekey')"
179,Sir Dyno,"DarkRoom Familia affiliate Sir Dyno became one of the first Chicano hardcore rappers to make an impact on the West Coast.

He debuted in 1996 alongside the Chicano supergroup DarkRoom Familia (Barrio Love) and as a solo artist (Interview With a Chicano).

He continued collaborating with the Familia and recording solo albums through the decade and became widely known for his introspective view of barrio life in California, particularly the dark side with its drugs and violence and its emphasis on survival. <a href=""https://www.last.fm/music/Sir+Dyno"">Read more on Last.fm</a>",4441,33691,"('Speedy Loc', 'Big OSO Loc', ""Lil' Los"", 'Darkroom Familia', 'Lou-E-Lou')"
180,Etsi De," <a href=""https://www.last.fm/music/Etsi+De"">Read more on Last.fm</a>",213,1647,"('Τζίμης Πανούσης', 'Λαυρέντης Μαχαιρίτσας', 'Βασίλης Παπακωνσταντίνου', 'Διονύσης Σαββόπουλος', 'Ημισκούμπρια')"
181,Cali Agents,"The Cali Agents are a rap group consisting of California rappers, Rasco and Planet Asia. The group released their debut album, How the West Was One (2000), which featured the single ""Good Life"" (#36 Hot Rap Singles). The group then released the albums Head of the State (2004), and Fire & Ice (2006), as well as the compilation Hip Hop Classics (2003). <a href=""https://www.last.fm/music/Cali+Agents"">Read more on Last.fm</a>",39979,294939,"('Defari', 'Big Shug', 'Akrobatik', 'Wordsworth', 'Blaq Poet')"
182,Attic Crew," <a href=""https://www.last.fm/music/Attic+Crew"">Read more on Last.fm</a>",372,1211,"('DSGB', 'Oomp Camp', 'Jim Crow', 'Tre-8', 'Kilo G')"
183,Kool Savas,"Kool Savas (formerly King Kool Savas (KKS), Juks, born February 10, 1975 in Aachen) is a German rapper of Turkish descent. His real name is Savas Yurderi.

Musical career:
Savas' career began with the recording Warum rappst du? (""Why do you rap?""). He gained attention with controversial lyrics in songs like Schwule Rapper (""Gay Rappers""), LMS (Lutsch mein' Schwanz, ""Suck my dick""), and Pimplegioneah. Initially Savas rapped in English in groups like the Basic Elements. <a href=""https://www.last.fm/music/Kool+Savas"">Read more on Last.fm</a>",178143,8120113,"('Sido', 'Samy Deluxe', 'Genetikk', 'Kollegah', 'Eko Fresh')"
184,Fig Naytion,"Sacramento, California based rapper who has released 2 albums - Naytionz Capitol in 2001 and Product of The Streets in 2006. Affiliated with Brotha Lynch and the Siccmade team. <a href=""https://www.last.fm/music/Fig+Naytion"">Read more on Last.fm</a>",534,2369,"('Young Ridah', 'P-Folks', 'Triple Beam', 'G-Macc', 'J-Mack')"
185,South Park Mexican,"Carlos Coy, also known by his stage name South Park Mexican or SPM (born October 5, 1970 in Houston, Texas) is an American rapper and convicted sex offender.

In 1994, On his own label, Dope House Records, SPM released Hustle Town and Power Moves to local fame. Touring throughout Texas, SPM released The 3rd Wish and The Purity Album before moving to Universal Records for Time Is Money and Never Change. Some of South Park Mexican's most popular hits to date are ""Mary-go-round,"" ""Mexican Radio,"" ""High So High,"" and ""Peace Pipe"". <a href=""https://www.last.fm/music/South+Park+Mexican"">Read more on Last.fm</a>",188885,3017889,"('SPM', ""Lil' Troy"", 'Z-Ro', 'Bone Thugs-N-Harmony', 'Slim Thug')"
186,Young Lo - Carlos Warren," <a href=""https://www.last.fm/music/Young+Lo+-+Carlos+Warren"">Read more on Last.fm</a>",889,3916,"('dj glock', 'Jyule', 'North Memphis Playa Click', 'Psycho and The Chargepartnaz', 'Mongotti')"
187,Solomon & Socalled,"Solomon & Socalled is a collaboration between Sophie Solomon and Socalled.
They released together the Hiphopkhasene album (2003, Piranha).

Biography from Piranha Records website :

A founder member of London's new-wave breakbeat klezmer fusionists Oi-Va-Voi,  Sophie Solomon is one of the leading young exponents of klezmer violin, fusing the traditional ornamentation and phrasing of the 'fidl' technique of Eastern European Jews with a truly modern sound that incorporates the latest in electronic effects wizardry. <a href=""https://www.last.fm/music/Solomon+&+Socalled"">Read more on Last.fm</a>",1635,26233,"('David Krakauer', 'Abraham Inc.', 'Brave Old World', ""Frank London's Klezmer Brass Allstars"", 'Chava Alberstein & The Klezmatics')"
188,Deeskee,"Rapper, producer and DJ from the US. Currently on the LA2thebay lable. Deeskee have released several albums and worked with underground crews like the Visionaries, The Shape Shifters and The Living Legends. His hiphop genre is touching the abstract and experimental scene. <a href=""https://www.last.fm/music/Deeskee"">Read more on Last.fm</a>",2213,19675,"('The Shape Shifters', 'Eibol', 'Of Mexican Descent', 'Ellay Khule', 'Nolto')"
