,Artist,Biography,Listeners,Playcount,Similar
319,Mark Keeley's Good Rockin' Tonight," <a href=""https://www.last.fm/music/Mark+Keeley%27s+Good+Rockin%27+Tonight"">Read more on Last.fm</a>",248,2800,"('Rip Masters', 'Linda Gail Lewis', 'Miss Jean Vincent', 'Sue Moreno & Jack Rabbit Slim', 'The Jetaways')"
320,Mel Tillis,"Lonnie Melvin ""Mel"" Tillis (August 8, 1932 - November 19, 2017) was an American country music singer and songwriter. Although he recorded songs since the late 1950s, his biggest success occurred in the 1970s, with a long list of Top 10 hits.

Tillis's biggest hits include ""I Ain't Never"", ""Good Woman Blues"", and ""Coca-Cola Cowboy"". On February 13, 2012, President Barack Obama awarded Tillis the National Medal of Arts for his contributions to country music. <a href=""https://www.last.fm/music/Mel+Tillis"">Read more on Last.fm</a>",29014,190924,"('David Houston', 'Lynn Anderson', 'Mickey Gilley', 'T.G. Sheppard', 'Sonny James')"
321,Gloria Gaynor,"Gloria Fowles (born September 7, 1943), better known as Gloria Gaynor, is an American singer-songwriter born in Newark, New Jersey, USA. She is  best-known for her disco era hits ""I Will Survive"" (Hot 100 #1, 1979), ""Never Can Say Goodbye"" (Hot 100 #9, 1974), ""Let Me Know (I Have A Right)"" (Hot 100 #42, 1980) and ""I Am What I Am"" (Hot 100 #82, 1983). Some of her other hits include ""I Never Knew"", ""Just Keep Thinking About You"", ""Last Night"", ""Mighty High"" <a href=""https://www.last.fm/music/Gloria+Gaynor"">Read more on Last.fm</a>",1343267,9157927,"('Village People', 'Donna Summer', 'The Weather Girls', 'Amii Stewart', 'Lipps, Inc.')"
322,HoraCero," Formados en San Antonio de los Altos a principios de junio de 1997 Horacero fueron marcados por las tendencias del ska-punk y rock alternativo pero con el tiempo fueron fusionando sus diferentes influencias, sin dejar de lado el entorno musical que rodea la cultura venezolana. De esta manera logran un sonido y estilo al que denominan “Rock Mestizo”. Poseen 4 producciones discográficas, Sonicosubte (1998), Chabocha Guapachanga (2000), Superllanero (2003), Fusil (2006) y Horacero Desenchufado (2008). <a href=""https://www.last.fm/music/HoraCero"">Read more on Last.fm</a>",185,4243,"('Dermis Tatú', 'Chucknorris', 'Los Paranoias', 'Los Mentas', 'Sentimiento Muerto')"
323,Wayne Watson,"A native of Wisner, Louisiana, CCM singer/songwriter Wayne Watson originally planned to pursue a career playing baseball, but while in college he began dabbling in music, and after graduation regularly performed in area churches. 

While leading worship at a Christian youth camp, the father of one of the children videotaped Watson's performance and sent it to a Nashville industry rep. His debut LP, Workin' in the Final Hour, followed in 1980. A series of albums like 1982's New Lives for Old <a href=""https://www.last.fm/music/Wayne+Watson"">Read more on Last.fm</a>",14816,128590,"('David Meece', 'Wes King', 'Clay Crosse', 'Steve Camp', 'Margaret Becker')"
324,Imodium,"Dnes čtyřčlenná broumovská formace Imodium patří po deseti letech existence k české klubové stálici. Na svém kontě má tři studiová alba pod labelem Warner music a Supraphon a.s. Řadu klipů a stovky odehraných koncertů z nichž můžeme jmenovat i předskakování ve vyprodané O2 Areně zpěvačce Avril Lavigne, nebo v Incheba Areně kanadským Simple Plan nebo britským Bush. 

V roce 2012 Imodium natočilo dokument ""9 ½"" mapující její desetiletou éru působení na české scéně.  <a href=""https://www.last.fm/music/Imodium"">Read more on Last.fm</a>",5721,232068,"('UDG', 'Post-It', 'Lety Mimo', 'Cocotte Minute', 'Airfare')"
325,Os Ambervisions," <a href=""https://www.last.fm/music/Os+Ambervisions"">Read more on Last.fm</a>",306,2430,"('Continental Combo', 'Cochabambas', 'Abimonistas', 'Mamelo Sound System', 'Walverdes')"
326,Mišo Kovač,"Mate ""Mišo"" Kovač (pronounced [mǎːte mîʃo kôʋatʃ]; born 16 July 1941) is a Croatian recording artist. He is the best selling artist from Croatia, with well over 20 million records, cassettes and compact discs sold to date, and is often regarded as one of the most popular musical performers from Southeastern Europe.

Kovač was born in Šibenik during the Italian occupation of Dalmatia in the World War II as the second child of Zrinka and Jakov Kovač. <a href=""https://www.last.fm/music/+noredirect/Mi%C5%A1o+Kova%C4%8D"">Read more on Last.fm</a>",9749,182791,"('Mladen Grdović', 'Tomislav Ivčić', 'Vinko Coce', 'Milo Hrnić', 'Jasmin Stavros')"
327,Hans Hartz,"Wikipedia.de says: 
Hans Hartz (* 22. Oktober 1943 in Husum, † 30. November 2002 in Frankfurt am Main) war ein deutscher Sänger und Liedermacher.

Hartz wuchs in Husum auf, womit seine lebenslange Liebe zum Meer und die Thematik des Großteils seiner Liedtexte zu erklären ist. Nach dem Schulbesuch studierte er Sozialpädagogik und unterhielt zeitweise einen privaten Kindergarten in Husum, arbeitete aber auch auf dem Bau und fuhr zur See. Unverwechselbar war seine markante rauhe Stimme, die stark an Joe Cocker erinnert. <a href=""https://www.last.fm/music/Hans+Hartz"">Read more on Last.fm</a>",11210,84735,"('Herwig Mitteregger', 'Ina Deter', 'Stefan Waggershausen', 'Wolf Maahn', 'Purple Schulz')"
328,The Indulgers,"The Indulgers formed in Colorado after Dublin born and raised, Irish singer Damien McCarron
had completed a solo recording project and decided to settle in the west.

While recording at Alley Studios in Wheat Ridge, McCarron and producer Mike Nile formed a songwriting
 partnership and created an Irish rock band that continues to explore the boundries of the genre.
Mike had returned to Colorado as a member of Randy California's -Spirit- and played with <a href=""https://www.last.fm/music/The+Indulgers"">Read more on Last.fm</a>",8028,42798,"('Greenwich Meantime', ""Na'Bodach"", 'Jeff Greer Band', 'Damanta', ""Hadrian's Wall"")"
329,Gal George Gjurin," <a href=""https://www.last.fm/music/Gal+George+Gjurin"">Read more on Last.fm</a>",46,425,"('Severa Gjurin', 'Kokosy', 'MRFY', 'Jan Plestenjak', 'Hajdi')"
330,jighead," <a href=""https://www.last.fm/music/jighead"">Read more on Last.fm</a>",1107,4598,"('The Genbaku Onanies', 'The 50Kaitenz', ""Laughin' Nose"", 'Garlic Boys', 'The Star Club')"
331,Daddy Cool,"Daddy Cool is an Australian rock band formed in Melbourne in 1970 with the original line-up of Wayne Duncan (bass, vocals), Ross Hannaford (lead guitar, bass, vocals), Ross Wilson (lead vocals, rhythm guitar, harmonica) and Gary Young (drums, vocals) . Their debut single ""Eagle Rock"" was released in May 1971 and stayed at number 1 on the Australian singles chart for ten weeks. Their debut July 1971 LP Daddy Who? Daddy Cool also reached number 1 and became the first Australian album to sell more than 100,000 copies. <a href=""https://www.last.fm/music/Daddy+Cool"">Read more on Last.fm</a>",47676,325572,"('Cold Chisel', 'Skyhooks', 'Choirboys', 'Hunters & Collectors', 'The Angels')"
332,Headless Chickens,"There are at least two artists named Headless Chickens:
1) a British punk band from Exeter, England, whose members included Thom Yorke
2) a New Zealand band that made extensive use of electronic instruments 

1) Headless Chickens was a British punk band from Exeter, England, whose members included Thom Yorke (guitar and vocals), Simon Shackleton (bass and vocals), John Matthias (violin), Laura Forrest-Hay (violin), Martin Brooks (drums), Andy Hills (bass) and Lindsey Moore (drums). <a href=""https://www.last.fm/music/Headless+Chickens"">Read more on Last.fm</a>",16778,175917,"('Chris Knox', 'Straitjacket Fits', '3Ds', 'The Mutton Birds', 'Supergroove')"
333,Joanie Leeds,"With its high-octane rhythm, fiery guitar and undeniable hook, Joanie Leeds' ""Bad Girl"" is the exclamation point on an album that makes her strongest statement yet. In one 3-and-a-half-minute blast, Leeds displays her lyrical wit, her gift for memorable songcraft, and her ability to write compelling music in a diverse range of styles. Sure, it's tongue-in-cheek, satirizing the mock rebellion of manufactured teen-pop divas, but Leeds' bold and boisterous ""Bad Girl"" is an emblem of the confidence and promise that permeates her 2nd album <a href=""https://www.last.fm/music/Joanie+Leeds"">Read more on Last.fm</a>",1015,3797,"('Old Town School of Folk Music', 'Pancake Manor', 'Joanie Leeds and The Nightlights', 'King Pajama', 'Laura Doherty')"
334,Chorchestr," <a href=""https://www.last.fm/music/Chorchestr"">Read more on Last.fm</a>",558,3471,"('Švihadlo', 'Už Jsme Doma', '100°C', 'Marta Kubišová', 'Marsyas')"
335,NLF3,"BIO Created by brothers and activists Nicolas and Fabrice Laureau, NLF3 formed in 2000 in Paris*. This three piece at the forefront of Paris innovative scene cultivates an instrumental rock form. Their music is cyclical, textured, halfway between movie scores and psychedelic transgression. The band cites influences such as Alice Coltrane, Fela Kuti, This Heat, Can and the early Sonic Youth while mixing a lot of electronics together with a wide variety of instruments : amplified kalimba, electric guitars and bass, drums, percussions, vocals. <a href=""https://www.last.fm/music/NLF3"">Read more on Last.fm</a>",3344,31313,"('Rien', 'Zëro', 'GaBLé', 'The Berg Sans Nipple', 'La Terre Tremble !!!')"
336,Split 77," <a href=""https://www.last.fm/music/Split+77"">Read more on Last.fm</a>",119,3112,"('Kerobia', 'Kauta', 'Kokein', 'Peiremans', 'Sorkun')"
337,Andrej Šifrer,"Andrej Šifrer, Slovenian singer and composer of popular music * 1 May 1952, Stražišče in Kranj.

Musical career began in 1971 with a group of Tektiti (even though it was his first group previously - ajvar & Co.). In 1975 he recorded his first song, media attention is reached with the song Zoboblues (1976). Šifrer enumerated the many musical hits such as ""Vse manj je dobrih gostiln"", ""Moj Oče"", ""Bil sem mlad"", ""Martinov Lulček"".  In 1998, also received a prize at the ""Slovenska popevka"" for the hit ""Za prijatelje"". <a href=""https://www.last.fm/music/+noredirect/Andrej+%C5%A0ifrer"">Read more on Last.fm</a>",1487,22018,"('Čuki', 'Vlado Kreslin', 'POP DESIGN', 'Adi Smolar', 'Agropop')"
338,Jad Fair,"Jad Fair is a member of lo-fi alternative rock group Half Japanese.

Both Jad and his brother David rejected typical notions of tuning and stringing guitars, believing that they could only create truly original music by inventing their own ways of playing. Jad has been playing guitar for over thirty years, but cannot name a single chord.

He has worked with numerous alternative and outside musicians including:

    * 1989: Daniel Johnston, releasing It's Spooky, <a href=""https://www.last.fm/music/Jad+Fair"">Read more on Last.fm</a>",39046,289873,"('Half Japanese', 'Daniel Johnston', 'R. Stevie Moore', 'Beat Happening', 'Jad Fair & Daniel Johnston')"
339,Valgeir Guðjónsson," <a href=""https://www.last.fm/music/+noredirect/Valgeir+Gu%C3%B0j%C3%B3nsson"">Read more on Last.fm</a>",301,2098,"('Jóhann Helgason', 'Stuðmenn', 'Ragnhildur Gísladóttir', 'Bítlavinafélagið', 'Pálmi Gunnarsson')"
340,Pleasurehorse,"Greenlee is a composer and performer of experimental music. His work centers on freestyle performance with computer systems for both sound and image. Since 1992, Greenlee has been standing at the epicenter of Providence’s panicked music scene, and is best known for his solo electronic music, under the moniker, Pleasurehorse, as well as for founding and performing in the frenetic rock group, Landed (est. 1997). Other points of reference include his membership in the band <a href=""https://www.last.fm/music/Pleasurehorse"">Read more on Last.fm</a>",810,4399,"('Landed', 'Neon Hunk', 'Friends Forever', 'Nautical Almanac', 'Meerk Puffy')"
341,Marc Bolan,"Marc Bolan (born Mark Feld; 30 September 1947 – 16 September 1977) was an English singer-songwriter, guitarist and poet. He is best known as the founder, frontman, lead singer & guitarist for T. Rex, but also a successful solo artist. His music, as well as his highly original sense of style and extraordinary stage presence, helped create the glam rock era of the 1970s which made him one of the most recognisable stars in British rock music

Marc had played guitar since the age of 9 <a href=""https://www.last.fm/music/Marc+Bolan"">Read more on Last.fm</a>",100060,785050,"('T. Rex', 'Sparks', 'Mick Ronson', 'Mott the Hoople', 'Slade')"
342,Enzime," <a href=""https://www.last.fm/music/Enzime"">Read more on Last.fm</a>",63,1047,"('Stuart', 'Surprise Set', 'Madeixas', 'Nunca Inverno', 'Gustavo Kaly')"
343,Snog,"Formed in 1988 in Melbourne, Australia, Snog is a primarily the work of musician David Thrussell, with frequent guest musicians. Musically, they are a fusion of many styles--including industrial, techno, ambient, experimental, even sometimes including country and funk. Lyrically, Snog has strong themes of nihilism, anti-capitalism, anti-fascism, anti-consumerism, individuality and anti-big-brotherism.
The band name is a reference to ""kissing and cuddling <a href=""https://www.last.fm/music/Snog"">Read more on Last.fm</a>",43199,1073816,"('Black Lung', 'Leæther Strip', 'Haujobb', 'Download', 'Front Line Assembly')"
344,Емил Димитров,"Emil Dimitrov (December 23, 1940-March 30, 2005) was born in Pleven, Bulgaria. His first appearance in the musical scene (as singer and composer) comes out in the early 60s.
His music repertoire includeds more than 350 songs - among them the unforgettable ""Arlekino"", ""My Land, My Bulgaria"", ""Our Signal"", ""Julia"" and ""Goodbye Maria.""
For his over fourty-year career he has released over 30 music albums and made around 7 000 concerts all over the world.(Russia, France, Italy, Asia, Africa) <a href=""https://www.last.fm/music/+noredirect/%D0%95%D0%BC%D0%B8%D0%BB+%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2"">Read more on Last.fm</a>",2395,22856,"('Васил Найденов', 'Паша Христова', 'Emil Dimitrov', 'Богдана Карадочева', 'Тодор Колев')"
345,Blast Off," <a href=""https://www.last.fm/music/Blast+Off"">Read more on Last.fm</a>",815,7011,"('Hank Sundown & The Roaring Cascades', 'Johnny & the roccos', 'Foggy Mountain Rockers', 'The Top Cats', 'Texabilly Rockets')"
346,Josipa Lisac,"Josipa Lisac (born in Zagreb, Croatia, on February 14, 1950), is a Croatian singer, well known for her unique voice, music and fashion style. She is considered to be one of the greatest Croatian singers due to her unprecedented music identity and mix of various genres.  

Growing up with music - childhood and youth

As an extraordinary musically gifted child, at the age of 10 she became a member of the Croatian National Television choir. While singing the serious musical repertoire <a href=""https://www.last.fm/music/Josipa+Lisac"">Read more on Last.fm</a>",16991,384129,"('Dino Dvornik', 'Gibonni', 'Pips, Chips & Videoclips', 'Neno Belan', 'Doris Dragović')"
347,Bacotexo," <a href=""https://www.last.fm/music/Bacotexo"">Read more on Last.fm</a>",34,291,"('Adizión Etílika', 'Cilvrnigans', 'Dixebra', 'Skama la rede', 'Misiva')"
348,Bernard Falaise,"Bernard Falaise was born in Montréal, where he currently lives. He plays electric guitar, composes and improvises—all with evident joy—for Miriodor, Klaxon Gueule, les Projectionnistes, Diesel and other groups. He has written for the Ensemble contemporain de Montréal (ECM), Quartango and the Isis Quartet, and has created music for exhibitions, television, the theatre and dance. Allergic to labels, Falaise explores acid rock, twelve-tone waltzes and industrial tangos with equal enthusiasm.

Source: http://www.actuellecd.com/en/ <a href=""https://www.last.fm/music/Bernard+Falaise"">Read more on Last.fm</a>",291,6644,"('Jean Derome', 'Earle Brown', 'Nicolas Bernier + Jacques Poulin-Denis', 'Les Projectionnistes', 'Iva Bittová')"
349,Plastiko,"PLÁSTIKO sale al mercado con un nuevo estilo innovador. Esta nueva propuesta surge de la música de los setentas, del funk mezclado con algo de swing, ska, reggae y jazz. PLÁSTIKO es una banda completamente innovadora con una propuesta de diversión total. La banda se forma en febrero del '98, cuando sus integrantes se juntan para hacer música funk, esta fue la primer alineación. Después de unos meses en el concurso BIG BREAK (Guadalajara, 1998) <a href=""https://www.last.fm/music/Plastiko"">Read more on Last.fm</a>",17911,218809,"('los afro brothers', 'La Celestina', 'Vaquero', 'Golden Ganga', 'Radio Kaos')"
350,Óscar Chávez,"Óscar Chávez Fernández, conocido como Óscar Chávez (Ciudad de México, 20 de marzo de 1935 - ibíd., 30 de abril de 2020), fue un cantante, actor y compositor mexicano, considerado uno de los máximos exponentes del canto nuevo en México.​ En julio de 2019 fue reconocido, por la Secretaría de Cultura de la Ciudad de México, como Patrimonio Cultural Vivo de la Ciudad de México, en la Fiesta de Trova y Canción Urbana Cantares.

Se caracterizaba por componer <a href=""https://www.last.fm/music/+noredirect/%C3%93scar+Ch%C3%A1vez"">Read more on Last.fm</a>",17096,181059,"('Armando Manzanero', 'Fernando Delgadillo', 'Agustín Lara', 'Facundo Cabral', 'Silvio Rodríguez')"
351,Lack of Limits,"Lack of Limits is a Tempo-Folk Combo from Oldenburg, Germany, formed in 1995. <a href=""https://www.last.fm/music/Lack+of+Limits"">Read more on Last.fm</a>",3650,129644,"('Eric Fish', 'Cromdale', 'The Inchtabokatables', 'Volkstrott', 'Paddy Goes to Holyhead')"
352,David Essex,"David Essex OBE (born David Albert Cook, 23 July 1947) is an English singer-songwriter and actor who rose to fame in the 1970s. He achieved 19 UK Top 40 singles—including two number ones—and 16 Top 40 albums between 1973 and 1994. Internationally, he is best known for his 1973 hit ""Rock On"", which reached No. 5 in the US and earned a Grammy nomination.

Born in Plaistow, East London, Essex initially pursued football and played for West Ham United Juniors before turning to music. <a href=""https://www.last.fm/music/David+Essex"">Read more on Last.fm</a>",191022,939248,"('Donny Osmond', 'David Cassidy', 'The Osmonds', 'Cliff Richard', 'Mud')"
353,Ghettobillies,"Hailing originally from Ann Arbor Michigan, the band Ghettobillies have seen and done it all. Reverend C. Cobb (AKA: Robbie Conaway) and Pope D' Licious (AKA: Derek Kramer) moved to Chicago to seek out better opportunities for their band. From working the mean streets of Chicago as bike messengers to working the old, bitchy women of advertising on Lasalle street with massage oil, the GB's have earned their rightful place as a band that has stood the test of time. <a href=""https://www.last.fm/music/Ghettobillies"">Read more on Last.fm</a>",803,10566,"('Another Half Inch', 'Katastrofist', 'Glassframe', 'Vicious Cabaret', 'fruitworld')"
354,Dr. Snout & His Hogs Of Rhythm," <a href=""https://www.last.fm/music/Dr.+Snout+&+His+Hogs+Of+Rhythm"">Read more on Last.fm</a>",111,528,"('HAL PETERS TRIO', 'Cosh Boys', 'Tokela & Hoedown', 'Rock-Ola with The Blue Cats', 'The Beetle Crushers')"
355,Ache,"At least three different artists.

1) The seeds for ACHE were sown in the early 60's via the Danish beat group THE HARLOWS. When HARLOWS Torsten Olafsson (bass), Peter Mellin (organ) and Glenn Fischer (drums) were joined by former MCKENZIE SET guitarist Finn Olafsson in 1968, ACHE was born. 

They spent the next two years working on an extended piece called ""De Homine Urbano"", which was released as programme music to an experimental ""rock ballet"" in 1970. <a href=""https://www.last.fm/music/Ache"">Read more on Last.fm</a>",6631,55010,"('Alrune Rod', 'Burnin Red Ivanhoe', 'Day Of Phoenix', ""Culpeper's Orchard"", 'The Old Man & The Sea')"
356,Marvin Rainwater,"Marvin Karlton Rainwater (July 2, 1925 – September 17, 2013) was an American country and rockabilly singer and songwriter who had several hits during the late 1950s, including ""Gonna Find Me a Bluebird"" and ""Whole Lotta Woman"", a UK no.1 record. He was known for wearing Native American-themed outfits on stage and was 25 percent Cherokee.

Rainwater was born in Wichita, Kansas, to Stella (née Miller) and Cicero Percy Rainwater, and grew up during the Great Depression. <a href=""https://www.last.fm/music/Marvin+Rainwater"">Read more on Last.fm</a>",17724,71641,"('Don Woody', 'Eddie Bond', 'Roy Hall', 'Mac Curtis', 'Skeets McDonald')"
357,The Buckfever Underground,"Excerpt from an article written by Fred de Vries:

The five-piece Buckfever Underground are an odd bunch. They don’t have real songs, but improvise until they get into a groove, over which Toast [the ""lead"" singer] then recites his poems, travelogues and short stories, like a modern day Jack Kerouac. As for the strange name, the word buckfever derives from the Afrikaans bokkoors, which is hunter’s fever, and refers to the rush of adrenalin the hunter feels when he takes aim at his prey. <a href=""https://www.last.fm/music/The+Buckfever+Underground"">Read more on Last.fm</a>",1567,11010,"('nul', 'Riku Lätti', 'Lucas Maree', 'Klopjag', 'Koos Du Plessis')"
358,My Friend The Chocolate Cake,"Formed 1989 by David Bridie and Helen Mountfort (members of Not Drowning Waving)

Like their former band, My Friend The Chocolate Cake's music can be seen to straddle the worlds of ambient and world music, with an emphasis on piano and violin-led acoustic music. Influences range from the obvious (such as Penguin Cafe Orchestra and Celtic folk music), to the less obvious (such as John Cale and Talk Talk).

In 1989, Bridie and Mountfort were playing in globally acclaimed ambient/world music ensemble Not Drowning <a href=""https://www.last.fm/music/My+Friend+The+Chocolate+Cake"">Read more on Last.fm</a>",7105,141766,"('Not Drowning, Waving', 'Weddings Parties Anything', 'Deborah Conway', 'Things Of Stone And Wood', 'Falling Joys')"
359,The Cadillacs,"The Cadillacs was an American doo-wop group from Harlem, New York were formed in 1953 and are noted for their 1955 hit ""Speedoo"".

The group came together as The Carnations, with lead vocalist Earl ""Speedo"" Carroll (November 2, 1937 – November 25, 2012), Bobby Phillips, Lavern Drake (bass vocalist), and Gus Willingham. As the group moved into the recording studios, James ""Poppa"" Clark was added as a fifth member, and the name ""The Cadillacs"" was given to them. <a href=""https://www.last.fm/music/The+Cadillacs"">Read more on Last.fm</a>",101332,401285,"('The Crows', 'The Cleftones', 'The Bobbettes', 'The Spaniels', 'Frankie Lymon and The Teenagers')"
360,Little Feat,"Little Feat are an American band who have mixed blues, R&B, country, and rock and roll styles together since they formed in 1969 in Los Angeles, and are known for their eclectic blend of many forms of music. They were founded by the brilliant songwriter/singer Lowell George (who died in 1979), keyboardist Bill Payne, and drummer Richie Hayward (who passed away in 2010). The blend of California cool and New Orleans funk produced by George's slide guitar <a href=""https://www.last.fm/music/Little+Feat"">Read more on Last.fm</a>",407738,5396235,"('The Allman Brothers Band', 'Traffic', 'Gregg Allman', 'Leon Russell', 'Grateful Dead')"
361,Al Tall,"Al Tall is a Valencian folk music band. They are regarded as pioneers re-interpreting the sound tradition of their country following the Italian Riproposta style, and framed in a Mediterranean popular conception of the music.
(More info in Catalan at http://ca.wikipedia.org/wiki/Al_Tall) <a href=""https://www.last.fm/music/Al+Tall"">Read more on Last.fm</a>",4966,41374,"('Miquel Gil', 'La Carrau', 'Pau Riba', ""Lexu's"", 'Adrià Puntí')"
362,The Infinite Three,"A UK based project formed by R. Allen (Halo / un- / Leisur Hive) & Daniel Knowler (Leisur Hive / Sweetie / Cindytalk), with bassist Sam McClaughlin (Debbie Leggo, Pants Nest) joining soon after the band's first recording. 

Merging noise, improv, found sound, dub, metal, electronic music and anything else they feel like, The Infinite Three aims to take up where Leisur Hive left off and to explore paths which their previous band were unable to tread. <a href=""https://www.last.fm/music/The+Infinite+Three"">Read more on Last.fm</a>",1213,6005,"('Daniel Knowler', 'The Skull Defekts', 'Qui', 'Fat Worm of Error', 'The Hair & Skin Trading Company')"
363,Los João," <a href=""https://www.last.fm/music/Los+Jo%C3%A3o"">Read more on Last.fm</a>",5239,21877,"('Carlos Cuevas', 'Alberto Vazquez', 'Johnny Laboriel', 'Los Hermanos Carrion', 'Manolo Muñoz')"
364,Roger Robin,"Roger Robin (aka Roger Williams) was born in Bristol, England in 1967 and grew up in South East London. His musical career began at the early age of eleven, when he started working on the well known, London-based sound system, Saxon International Sound alongside Papa Levi, Maxi Priest and Smiley Culture to name a few.  During that time, Roger developed skills in piano playing, song writing and his vocal techniques. Roger Robin is a talented singer with a distinctive harmonic and melodic voice. <a href=""https://www.last.fm/music/Roger+Robin"">Read more on Last.fm</a>",5596,24144,"('Peter Hunnigale', 'Leroy Mafia', 'Lloyd Brown', 'Ambelique', 'Mickey Spice')"
365,Mechanics," <a href=""https://www.last.fm/music/Mechanics"">Read more on Last.fm</a>",1310,7883,"('Hang the Superstars', 'Bang Bang Babies', 'Forgotten Boys', ""Thee Butchers' Orchestra"", 'Zefirina Bomba')"
366,Los Dandys,"Grammy nominated Los Dandy's was formed in 1958 by Mexican singers José Luis Segura, Armando Navarro, Francisco Escanilla, and Joaquín Ruiz Martínez, performing romantic ballads based on Cuban bolero and traditional norteño style. When José Luis Segura passed away in 1963, he was replaced by his son José Luis Segura, Jr. In addition, Guicho Cisneros took Francisco Escanilla's place. <a href=""https://www.last.fm/music/Los+Dandys"">Read more on Last.fm</a>",57257,366591,"('Los Tecolines', 'Los Tres Diamantes', 'Germán Valdés ""Tin Tan""', 'Los Tres Ases', 'Los Tres Caballeros')"
367,Ville Leinonen,"A Singer-songwriter from Finland. Born 1975 in Savonlinna, eastern Finland. Ville´s first solo album ""Raastinlauluja"" was released 1997 as a cassette, and later 2002 as a CD by Fonal Records. Other solo albums are ""Suudelmitar"" 2004, and ""Hei!"" 2007, released by Poko Rekords. During the years 2000-06 a Finnish record label, Poko Rekords, released four studio albums, two live albums and a double compilation-CD of Ville Leinonen & Valumo, the rockband. <a href=""https://www.last.fm/music/Ville+Leinonen"">Read more on Last.fm</a>",13689,286082,"('Ville Leinonen & Valumo', 'Matti Johannes Koivu', 'Karkkiautomaatti', 'Liekki', 'Kauko Röyhkä & Riku Mattila')"
368,Tomeu Penya,"Bartomeu Nicolau Morlà, mostly known as Tomeu Penya (Vilafranca de Bonany, Majorca, Spain, 1949), is a majorcan singer. His style mixes traditional majorcan folk, classic rock and roll, and country music. He began his musical career in the early 80´s with ""Tomeu Penya canta a la vila"". His works with a strong local folk composition are ""Càrritx i roses"" (1982) and ""Coverbos"" (1984). He´s still in active. <a href=""https://www.last.fm/music/Tomeu+Penya"">Read more on Last.fm</a>",4445,34323,"('Anegats', 'Ossifar', 'Sau', ""Ja T'ho Diré"", 'Cris Juanico')"
369,Gene Mitchell," <a href=""https://www.last.fm/music/Gene+Mitchell"">Read more on Last.fm</a>",768,8661,"(""Hanna's Reef"", 'The Coconut Boat Band', 'Pirate Dreams', 'RICK STEFFEN', 'Bob Karwin')"
370,Too Tall Jones," <a href=""https://www.last.fm/music/Too+Tall+Jones"">Read more on Last.fm</a>",41,1767,"('Dear Violet', 'Hang The Radio', 'Rob Schuster', 'Robbie The Ripper', 'Waking Matthew')"
371,Verstärker,"
Wenn die Spielfreude von Motorpsycho auf die Intensität Mogwais trifft, und sich Radioheads Weltschmerz mit der Weltverklärung Pink Floyds vereint: Dann ist das Verstärker.

Die meist melancholische Stimmung der Lieder spiegelt sich nicht nur im Wettstreit zwischen Melodie und Geräusch, sondern auch im Versuch der Songstrukturzersetzung und der Klangkonstruktion wieder. Solche Ambivalenzen und das Streben, diese in das Spannungsfeld von Atmosphäre und Dynamik einzubauen <a href=""https://www.last.fm/music/+noredirect/Verst%C3%A4rker"">Read more on Last.fm</a>",2196,20178,"('zement', 'Kombynat Robotron', 'Krautwerk', 'Acid Rooster', 'Motrik')"
372,Awaken,"Awaken is an underground romanian trapper. He is one of the most popular romanian underground rapper. <a href=""https://www.last.fm/music/Awaken"">Read more on Last.fm</a>",11740,200797,"('Defy Tolerance', 'Sons Not Beggars', 'Enova', 'Marrok', 'Scarlet White')"
373,Kill Switch...Klick,"Kill Switch...Klick, also known as KsK and Kill Switch (the original) is the name of an American industrial rock band. The band is best known for its releases on Cleopatra Records and Go-Kustom Rekords. KsK was formed in 1991 by D.A. Sebasstian (born Devin Edward Chastain in February, 1964), a writer, film maker, musician and artist who had relocated from San Bernardino, California, to Seattle, Washington late in 1989 where he currently resides.
 <a href=""https://www.last.fm/music/Kill+Switch...Klick"">Read more on Last.fm</a>",8254,55042,"('Penal Colony', 'Pygmy Children', 'Unit:187', 'Christ Analogue', 'SMP')"
374,Марія Бурмака,"Марія Бурмака (Maria Burmaka) began singing Ukrainian songs while studying in a guitar class in a musical school. In 1987 she entered the faculty of philology of Kharkov University of Karazin. A year later she started composing her own songs on the Ukrainian poetry. In 1989 Maria was the winner of the Sung Poetry festival in Lutsk. Then she became ""silver medallist"" of the Chervona Ruta festival. The ""Kobza"" firm released an audiocassette with her guitar songs. <a href=""https://www.last.fm/music/+noredirect/%D0%9C%D0%B0%D1%80%D1%96%D1%8F+%D0%91%D1%83%D1%80%D0%BC%D0%B0%D0%BA%D0%B0"">Read more on Last.fm</a>",5502,107788,"('Ґорґішелі', 'Мандри', 'Росава', 'Таліта Кум', 'Фактично Самі')"
375,Maarit,"Maarit Hurmerinta (November 10, 1953 in Helsinki, Finland) is a Finnish singer. Maarit's musical career began in 1972 when Atte Blom, the manager of Love Records, found her. Soon her first single, ""Aamun tulo"" (""Coming of the Morning""), and first album, ""Maarit"", came out. After that she has recorded nearly twenty albums. Lyrics in Maarit's songs are usually written by herself, and mostly her husband, guitarrist Sami Hurmerinta composes music. Maarit's and Sami's marriage and musical career have continued over 30 years. <a href=""https://www.last.fm/music/Maarit"">Read more on Last.fm</a>",15960,146897,"('Ilkka Alanko', 'Pauli Hanhiniemi', 'Maarit Hurmerinta', 'Mikko Kuustonen', 'Pepe Willberg')"
